ATF	1.0
30	57    
"Type=GenePix Export 3"
"DateTime=2020/07/24 16:49:01"
"Settings=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\Genepix settings\2020-07-24-10288622-D0-1.gps"
"GalFile="
"PixelSize=10"
"Wavelengths=532	635"
"ImageFiles=D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 1	D:\LM\Experiments\lectin print\Nano plotter\Print\CIVIC data\July 27\scanned images\2020-07-24-10288622-D0-1.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1	1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (532/635)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=530, 2800"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4400 [140135]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=580	600"
"ScanPower=100	100"
"LaserPower=1.85	1.42"
"Filters=Standard Green	Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"F532 CV"	"B532"	"B532 Median"	"B532 Mean"	"B532 SD"	"B532 CV"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	1	11	4	""	""	3670	4010	180	607	598	357	59	67	67	330	3224	976	0	0	0	312	387	367	94	107	107	709	5369	757	0	0	0	153020	99049	0.083	-0.060	2.634	1.896	2.281	2.007	2.460	0.549	0.692	1.397	540	205	531	280	745	811	256	1144	100	56
0	0	0	1	12	4	""	""	3930	4010	180	560	652	1381	211	67	67	74	82	110	83	80	0	324	525	1382	263	104	104	132	403	305	22	7	0	166866	134280	7.049	0.975	2.241	1.390	2.064	1.833	2.692	1.031	0.854	1.164	493	220	585	421	713	1006	256	1189	100	57
0	0	0	1	13	4	""	""	4200	4010	160	1065	1309	1211	92	66	66	70	28	40	82	75	0	702	778	541	69	117	117	140	91	65	83	72	0	272352	161839	44.250	7.011	1.708	1.880	1.820	1.097	3.205	2.208	0.833	0.772	999	585	1243	661	1584	1904	208	1016	100	58
0	0	0	1	14	4	""	""	4480	4020	180	768	1115	1065	95	68	68	80	47	58	76	71	0	1017	1261	1399	110	115	115	167	172	102	75	67	0	285541	322731	22.021	6.360	0.776	0.914	1.051	0.706	3.344	0.646	0.303	-0.366	700	902	1047	1146	1602	2193	256	1166	100	59
0	0	0	1	15	4	""	""	4750	4020	170	1212	1148	885	77	62	62	71	44	61	89	81	0	895	1190	1443	121	114	114	203	273	134	70	62	0	238759	247571	24.477	3.615	1.472	1.009	1.327	1.114	2.767	0.660	0.475	0.558	1150	781	1086	1076	1931	2162	208	1168	100	60
0	0	0	1	1	5	""	""	970	4290	180	530	487	275	56	52	52	56	21	37	90	86	0	532	498	243	48	96	96	103	45	43	88	83	0	124558	127396	20.524	8.778	1.096	1.082	1.077	1.077	1.804	1.092	0.829	0.133	478	436	435	402	914	837	256	1379	100	61
0	0	0	1	2	5	""	""	1240	4280	180	467	418	213	50	55	55	58	21	36	88	83	0	422	395	201	50	97	97	104	52	50	87	81	0	107117	101108	17.143	5.596	1.268	1.218	1.224	1.121	2.452	1.164	0.720	0.342	412	325	363	298	737	661	256	1192	100	62
0	0	0	1	3	5	""	""	1510	4280	180	465	434	221	50	53	53	57	21	36	89	87	0	436	417	164	39	85	85	92	47	51	93	88	0	111132	106744	17.952	6.915	1.174	1.148	1.124	0.991	2.091	1.205	0.788	0.231	412	351	381	332	763	713	256	1188	100	63
0	0	0	1	4	5	""	""	1770	4280	180	305	444	398	89	52	52	54	20	37	93	87	0	157	198	129	65	67	67	72	33	45	78	59	0	113758	50567	19.500	3.818	2.811	2.992	2.968	2.633	2.494	3.358	0.735	1.491	253	90	392	131	343	523	256	1152	100	64
0	0	0	1	5	5	""	""	2030	4270	180	168	344	377	109	54	54	58	22	37	80	72	0	109	167	232	138	66	66	70	30	42	58	44	0	88082	42701	13.000	3.233	2.651	2.871	3.369	2.823	3.429	2.421	0.383	1.407	114	43	290	101	157	391	256	1187	100	65
0	0	0	1	6	5	""	""	2300	4270	180	206	377	395	104	57	57	66	78	118	66	48	0	121	142	81	57	95	95	223	1907	855	0	0	0	96555	36397	3.987	-0.042	5.731	6.809	5.098	4.307	3.696	0.027	0.048	2.519	149	26	320	47	175	367	256	1215	100	66
0	0	0	1	7	5	""	""	2580	4290	190	647	1995	2389	119	58	58	66	76	115	86	85	0	2252	3527	2967	84	126	126	241	1858	770	59	30	0	510756	902877	25.382	1.769	0.277	0.570	0.388	0.377	2.257	0.679	0.858	-1.852	589	2126	1937	3401	2715	5338	256	1278	100	67
0	0	0	1	8	5	""	""	2850	4280	190	627	1810	2137	118	57	57	61	23	37	93	91	0	2132	3140	2710	86	100	100	111	57	51	93	92	0	463346	803722	76.043	53.140	0.281	0.577	0.392	0.399	2.214	0.662	0.777	-1.834	570	2032	1753	3040	2602	4793	256	1296	100	68
0	0	0	1	9	5	""	""	3130	4280	190	568	1791	2228	124	57	57	61	23	37	93	89	0	1762	2781	2410	86	91	91	100	50	50	98	95	0	458523	711922	75.217	53.620	0.306	0.645	0.398	0.394	2.157	0.792	0.899	-1.709	511	1671	1734	2690	2182	4424	256	1211	100	69
0	0	0	1	10	5	""	""	3380	4270	190	1008	993	545	54	63	63	66	25	37	98	96	0	573	673	889	132	94	94	102	45	44	95	93	0	254180	172400	37.080	12.689	1.973	1.606	1.964	1.765	1.978	0.927	0.506	0.980	945	479	930	579	1424	1509	256	1199	100	70
0	0	0	1	11	5	""	""	3660	4270	190	1020	1025	572	55	68	68	74	42	56	95	91	0	600	823	1570	190	103	103	110	50	45	100	98	0	262347	210683	22.643	14.260	1.915	1.329	1.857	1.483	2.384	0.460	0.399	0.938	952	497	957	720	1449	1677	256	1217	100	71
0	0	0	1	12	5	""	""	3930	4280	190	1109	1043	497	47	68	68	75	44	58	92	88	0	990	1043	609	58	99	99	112	63	56	95	91	0	267114	267132	22.000	14.778	1.168	1.033	1.086	1.035	2.035	0.956	0.811	0.224	1041	891	975	944	1932	1919	256	1120	100	72
0	0	0	1	13	5	""	""	4200	4280	230	1046	914	481	52	71	71	77	33	42	94	90	0	933	868	490	56	104	104	130	106	81	88	81	0	358101	340158	25.364	6.962	1.176	1.103	1.131	1.075	1.819	1.061	0.823	0.234	975	829	843	764	1804	1607	392	1243	100	73
0	0	0	1	14	5	""	""	4460	4280	220	947	904	472	52	80	80	91	48	52	94	88	0	907	909	661	72	100	100	152	176	115	86	80	0	354328	356287	16.938	4.301	1.074	1.019	1.042	1.020	1.982	0.836	0.611	0.103	867	807	824	809	1674	1633	392	1092	100	74
0	0	0	1	15	5	""	""	4730	4270	220	883	813	456	56	67	67	77	44	57	91	84	0	854	820	666	81	192	192	392	498	127	67	16	0	318708	321470	16.727	0.859	1.233	1.188	1.226	1.135	1.873	0.789	0.547	0.302	816	662	746	628	1478	1374	392	1670	100	75
0	0	0	1	1	6	""	""	960	4540	190	1189	1215	726	59	54	54	57	21	36	97	95	0	587	575	222	38	84	84	88	33	37	98	95	0	311062	147120	55.143	14.758	2.256	2.365	2.297	2.004	2.139	2.825	0.798	1.174	1135	503	1161	491	1638	1652	256	1427	100	76
0	0	0	1	2	6	""	""	1230	4550	190	1285	1342	728	54	56	56	61	50	81	99	97	0	633	711	460	64	85	85	95	79	83	94	91	0	343515	182099	25.620	7.797	2.243	2.054	2.230	2.171	1.877	2.118	0.585	1.165	1229	548	1286	626	1777	1912	256	1205	100	77
0	0	0	1	3	6	""	""	1500	4550	190	1243	1140	497	43	55	55	68	82	120	95	92	0	563	538	218	40	85	85	128	335	261	74	14	0	291842	137822	13.073	1.224	2.485	2.395	2.457	2.301	1.630	0.578	0.563	1.313	1188	478	1085	453	1666	1538	256	1172	100	78
0	0	0	1	4	6	""	""	1770	4550	190	4280	3901	1822	46	53	53	65	70	107	93	91	0	566	619	565	91	75	75	117	342	292	78	20	0	998630	158538	54.800	1.468	8.609	7.074	7.996	5.993	2.919	7.243	0.220	3.106	4227	491	3848	544	4718	4392	256	1081	100	79
0	0	0	1	5	6	""	""	2040	4550	180	3556	3355	1405	41	49	49	52	19	36	100	99	0	487	477	165	34	67	67	71	34	47	99	96	0	858915	122114	173.842	11.941	8.350	8.063	8.343	7.042	2.159	8.950	0.849	3.062	3507	420	3306	410	3927	3716	256	1006	100	80
0	0	0	1	6	6	""	""	2310	4550	190	3715	3401	1508	44	51	51	58	77	132	96	95	0	492	484	196	40	82	82	197	2038	1034	0	0	0	870655	123857	43.416	0.141	8.937	8.333	8.676	7.928	2.061	0.179	0.009	3.160	3664	410	3350	402	4074	3752	256	1055	100	81
0	0	0	1	7	6	""	""	2580	4550	190	1403	1417	276	19	57	57	62	73	117	100	100	0	399	412	121	29	116	116	223	1910	856	0	0	0	362866	105428	18.562	0.099	4.756	4.595	4.864	4.891	1.550	5.052	0.511	2.250	1346	283	1360	296	1629	1656	256	1200	100	82
0	0	0	1	8	6	""	""	2850	4560	190	1347	1346	324	24	58	58	61	22	36	100	100	0	477	732	1106	151	108	108	125	87	69	100	96	0	344528	187305	58.409	6.977	3.493	2.064	3.290	2.929	1.982	0.924	0.271	1.805	1289	369	1288	624	1658	1912	256	1255	100	83
0	0	0	1	9	6	""	""	3120	4550	190	962	1215	2447	201	58	58	62	23	37	100	99	0	312	1054	6099	578	93	93	102	55	53	99	93	0	310979	269946	50.130	17.309	4.128	1.204	4.056	3.720	1.989	0.409	0.855	2.045	904	219	1157	961	1123	2118	256	1228	100	84
0	0	0	1	10	6	""	""	3380	4540	190	5763	4485	2443	54	63	63	67	26	38	95	91	0	5327	4367	2327	53	94	94	100	41	41	96	94	0	1148077	1118001	169.923	104.073	1.089	1.035	1.059	0.968	2.055	1.040	0.967	0.123	5700	5233	4422	4273	10933	8695	256	1233	100	85
0	0	0	1	11	6	""	""	3650	4540	190	5647	4539	2275	50	65	65	70	30	42	97	95	0	5360	4453	2170	48	94	94	102	42	41	99	98	0	1162039	1140038	148.967	103.595	1.060	1.026	1.039	0.872	2.176	1.036	0.961	0.084	5582	5266	4474	4359	10848	8833	256	1246	100	86
0	0	0	1	12	6	""	""	3920	4540	200	4593	3436	2623	76	66	66	77	64	83	75	72	0	4091	3422	2504	73	85	85	96	60	62	92	82	0	1085902	1081357	52.484	55.433	1.130	1.010	1.028	0.712	2.665	1.028	0.954	0.176	4527	4006	3370	3337	8533	6707	316	1241	100	87
0	0	0	1	13	6	""	""	4200	4540	180	206	214	145	67	67	67	78	61	78	76	56	0	330	343	168	48	81	81	93	57	61	92	83	0	54822	87819	2.230	4.386	0.558	0.561	0.552	0.530	2.151	0.674	0.586	-0.841	139	249	147	262	388	409	256	1012	100	88
0	0	0	1	14	6	""	""	4460	4540	180	264	363	261	71	68	68	73	33	45	89	86	0	445	552	394	71	88	88	104	57	54	95	91	0	92923	141433	8.788	7.860	0.549	0.636	0.592	0.556	2.022	0.585	0.621	-0.865	196	357	295	464	553	759	256	1029	100	89
0	0	0	1	15	6	""	""	4730	4540	180	219	230	213	92	64	64	70	38	54	91	81	0	600	697	610	87	169	169	383	586	153	29	5	0	58990	178499	4.211	0.536	0.360	0.314	0.345	0.328	2.093	0.126	0.257	-1.475	155	431	166	528	586	694	256	1289	100	90
0	0	0	1	1	7	""	""	970	4810	180	449	418	145	34	53	53	57	22	38	95	93	0	300	301	102	33	72	72	75	32	42	97	95	0	107066	77064	16.409	7.063	1.737	1.594	1.650	1.548	1.841	1.649	0.730	0.796	396	228	365	229	624	594	256	1365	100	91
0	0	0	1	2	7	""	""	1240	4810	180	391	362	144	39	57	57	60	22	36	91	89	0	272	279	171	61	71	71	76	59	77	92	84	0	92711	71339	13.727	3.441	1.662	1.466	1.527	1.412	1.926	1.297	0.549	0.733	334	201	305	208	535	513	256	1139	100	92
0	0	0	1	3	7	""	""	1500	4820	180	397	399	227	56	58	58	70	81	115	93	88	0	278	527	1979	375	70	70	100	289	289	19	4	0	102198	134882	4.062	1.478	1.630	0.746	1.591	1.498	2.101	0.062	0.109	0.705	339	208	341	457	547	798	256	1060	100	93
0	0	0	1	4	7	""	""	1760	4800	230	1007	1227	2159	175	54	54	65	65	100	84	82	0	237	668	3761	563	70	70	106	310	292	18	3	0	481055	261806	17.877	1.813	5.707	1.962	5.381	4.599	2.812	0.570	0.683	2.513	953	167	1173	598	1120	1771	392	1324	100	94
0	0	0	1	5	7	""	""	2050	4790	220	1060	1178	823	69	48	48	52	21	40	92	91	0	212	248	232	93	67	67	73	35	47	86	76	0	461598	97062	53.619	5.000	6.979	6.243	6.792	6.126	2.547	6.541	0.432	2.803	1012	145	1130	181	1157	1311	392	1173	100	95
0	0	0	1	6	7	""	""	2310	4790	220	1076	1166	835	71	49	49	53	21	39	91	87	0	213	223	130	58	68	68	78	48	61	77	63	0	456921	87482	53.000	3.021	7.083	7.206	7.023	6.573	2.429	7.351	0.782	2.824	1027	145	1117	155	1172	1272	392	1188	100	96
0	0	0	1	7	7	""	""	2570	4830	190	16060	13516	6018	44	55	55	63	50	79	100	100	0	7727	8519	6180	72	86	86	129	249	193	96	94	0	3460165	2180982	269.060	33.695	2.095	1.596	1.930	1.582	2.519	1.460	0.693	1.067	16005	7641	13461	8433	23646	21894	256	1166	100	97
0	0	0	1	8	7	""	""	2850	4820	190	15079	12884	5153	39	60	60	68	49	72	100	99	0	6763	5834	2179	37	110	110	145	239	164	98	96	0	3298177	1493590	261.551	23.803	2.257	2.240	2.241	2.082	1.912	2.281	0.978	1.175	15019	6653	12824	5724	21672	18548	256	1213	100	98
0	0	0	1	9	7	""	""	3120	4820	190	15741	13118	5732	43	61	61	63	23	36	100	100	0	6937	5936	2469	41	96	96	105	58	55	98	98	0	3358210	1519504	567.609	100.534	2.292	2.236	2.237	2.079	1.919	2.274	0.976	1.197	15680	6841	13057	5840	22521	18897	256	1198	100	99
0	0	0	1	10	7	""	""	3390	4830	200	12003	9788	5057	51	63	63	67	26	38	96	93	0	6622	6899	4963	71	90	90	99	55	55	94	93	0	3092975	2180103	373.885	123.636	1.828	1.428	1.580	1.339	1.999	1.308	0.795	0.870	11940	6532	9725	6809	18472	16534	316	1280	100	100
0	0	0	1	11	7	""	""	3660	4820	190	12525	12064	3542	29	64	64	74	47	63	99	98	0	7048	8273	3930	47	98	98	113	70	61	100	100	0	3088446	2117977	255.106	116.571	1.793	1.468	1.704	1.400	1.903	1.393	0.879	0.842	12461	6950	12000	8175	19411	20175	256	1204	100	101
0	0	0	1	12	7	""	""	3930	4820	190	11674	11154	3642	32	76	76	139	251	180	96	95	0	7338	8230	3663	44	101	101	137	113	82	100	99	0	2855298	2106932	43.884	71.619	1.603	1.363	1.492	1.227	2.076	1.320	0.908	0.680	11598	7237	11078	8129	18835	19207	256	1161	100	102
0	0	0	1	13	7	""	""	4190	4800	190	19042	17056	6232	36	76	76	130	240	184	95	95	0	20824	21378	8411	39	113	113	160	136	85	99	98	0	4366459	5472705	70.525	156.015	0.916	0.798	0.837	0.709	1.783	0.787	0.941	-0.127	18966	20711	16980	21265	39677	38245	256	1203	100	103
0	0	0	1	14	7	""	""	4460	4810	190	18229	17355	4291	24	67	67	130	315	242	100	100	0	20673	23916	9394	39	131	131	186	165	88	100	100	0	4442851	6122604	54.683	143.818	0.884	0.727	0.807	0.722	1.429	0.675	0.897	-0.178	18162	20542	17288	23785	38704	41073	256	1265	100	104
0	0	0	1	15	7	""	""	4730	4810	190	18044	17642	6145	34	61	61	114	260	228	100	99	0	30654	31227	12487	39	221	221	428	509	118	100	100	0	4516328	7994228	67.415	60.509	0.591	0.567	0.585	0.540	1.670	0.547	0.922	-0.759	17983	30433	17581	31006	48416	48587	256	1482	100	105
0	0	0	1	1	8	""	""	960	5080	190	3740	3449	1310	37	53	53	80	777	971	89	88	0	1905	1830	593	32	62	62	112	1007	899	90	26	0	883027	468504	4.336	1.706	2.001	1.921	1.969	1.704	2.016	2.032	0.927	1.000	3687	1843	3396	1768	5530	5164	256	1476	100	106
0	0	0	1	2	8	""	""	1230	5080	190	3635	3839	2349	61	58	58	62	24	38	99	98	0	2157	3201	5392	168	69	69	74	33	44	100	100	0	982818	819541	157.375	94.758	1.713	1.207	1.642	1.341	1.980	0.625	0.592	0.777	3577	2088	3781	3132	5665	6913	256	1270	100	107
0	0	0	1	3	8	""	""	1500	5080	180	3544	3517	1129	32	61	61	66	28	42	99	98	0	1824	1904	628	32	71	71	80	77	96	100	99	0	900450	487381	123.250	23.688	1.987	1.885	1.964	1.722	1.722	1.991	0.885	0.991	3483	1753	3456	1833	5236	5289	256	1178	100	108
0	0	0	1	4	8	""	""	1770	5100	190	911	943	227	24	55	55	62	35	56	100	100	0	1317	1403	636	45	67	67	76	69	90	100	100	0	241488	359114	25.171	19.232	0.685	0.665	0.689	0.689	1.392	0.588	0.819	-0.546	856	1250	888	1336	2106	2224	256	1211	100	109
0	0	0	1	5	8	""	""	2040	5100	200	923	1123	3078	274	48	48	54	30	55	100	99	0	1288	1576	3458	219	63	63	69	39	56	100	100	0	354980	498097	35.633	38.641	0.714	0.711	0.695	0.681	1.468	0.787	0.855	-0.485	875	1225	1075	1513	2100	2588	316	1233	100	110
0	0	0	1	6	8	""	""	2310	5100	200	941	1048	1766	168	47	47	52	21	40	99	98	0	1307	1611	3555	220	62	62	66	31	46	100	99	0	331195	509111	47.429	49.839	0.718	0.646	0.721	0.688	1.864	0.489	0.830	-0.478	894	1245	1001	1549	2139	2550	316	1204	100	111
0	0	0	1	7	8	""	""	2580	5090	190	7332	6459	3155	48	54	54	66	53	80	95	93	0	5642	5196	2365	45	77	77	122	245	200	94	93	0	1653549	1330108	120.623	20.710	1.308	1.251	1.257	1.080	2.061	1.285	0.938	0.387	7278	5565	6405	5119	12843	11524	256	1161	100	112
0	0	0	1	8	8	""	""	2850	5090	200	5019	5026	3740	74	64	64	73	51	69	89	84	0	4133	4804	4520	94	107	107	145	238	164	85	82	0	1588130	1518125	97.118	19.576	1.231	1.056	1.195	0.926	2.516	0.926	0.789	0.300	4955	4026	4962	4697	8981	9659	316	1218	100	113
0	0	0	1	9	8	""	""	3110	5090	190	7472	6886	3933	57	63	63	67	25	37	96	94	0	5341	5077	3264	64	94	94	103	54	52	95	93	0	1762790	1299606	272.760	92.111	1.412	1.369	1.378	1.331	1.969	1.323	0.912	0.498	7409	5247	6823	4983	12656	11806	256	1169	100	114
0	0	0	1	10	8	""	""	3390	5080	180	1402	1409	718	50	63	63	66	25	37	100	98	0	604	671	991	147	76	76	86	56	65	98	95	0	360757	171842	53.720	10.446	2.536	2.262	2.634	2.364	1.892	1.546	0.220	1.343	1339	528	1346	595	1867	1941	256	1145	100	115
0	0	0	1	11	8	""	""	3660	5090	190	3499	3284	1483	45	74	74	87	55	63	100	99	0	1175	1158	482	41	89	89	106	73	68	98	96	0	840576	296444	58.127	14.411	3.154	3.003	3.066	2.977	1.461	3.148	0.897	1.657	3425	1086	3210	1069	4511	4279	256	1118	100	116
0	0	0	1	12	8	""	""	3920	5080	200	3265	3104	1908	61	114	114	216	338	156	87	80	0	1351	1231	697	56	134	134	174	136	78	83	80	0	980989	389004	8.544	7.772	2.589	2.726	2.739	2.767	1.843	2.835	0.886	1.372	3151	1217	2990	1097	4368	4087	316	1162	100	117
0	0	0	1	13	8	""	""	4190	5090	200	16644	12418	6709	54	112	112	244	380	155	100	97	0	21274	19396	14177	73	181	181	237	169	71	99	97	0	3924150	6129203	32.037	113.367	0.784	0.640	0.745	0.930	2.177	0.551	0.884	-0.352	16532	21093	12306	19215	37625	31521	316	1229	100	118
0	0	0	1	14	8	""	""	4470	5100	210	15595	13362	7016	52	85	85	198	376	189	100	98	0	19305	16708	9978	59	212	212	290	228	78	99	97	0	4222453	5279870	35.011	72.009	0.812	0.805	0.810	0.953	1.770	0.761	0.956	-0.300	15510	19093	13277	16496	34603	29773	316	1277	100	119
0	0	0	1	15	8	""	""	4740	5100	200	16257	12548	7183	57	66	66	148	311	210	100	96	0	19882	16218	9986	61	281	281	468	550	117	94	85	0	3965295	5124875	39.871	28.636	0.826	0.783	0.818	0.897	1.632	0.755	0.960	-0.276	16191	19601	12482	15937	35792	28419	316	1550	100	120
0	0	0	1	1	9	""	""	950	5350	180	378	764	1487	194	49	49	95	992	1044	13	9	0	526	2545	5133	201	62	62	182	1929	1059	21	15	0	195612	651573	0.674	1.225	0.709	0.288	0.553	0.481	2.790	0.237	0.513	-0.496	329	464	715	2483	793	3198	256	1465	100	121
0	0	0	1	2	9	""	""	1230	5360	180	422	652	1075	164	55	55	58	23	39	96	95	0	476	1791	3910	218	62	62	67	28	41	97	95	0	166918	458533	25.826	61.571	0.886	0.345	0.796	0.628	2.813	0.190	0.407	-0.174	367	414	597	1729	781	2326	256	1262	100	122
0	0	0	1	3	9	""	""	1500	5360	190	421	930	2296	246	60	60	65	28	43	97	96	0	531	2114	4419	209	70	70	82	78	95	93	87	0	238005	541279	30.893	26.051	0.783	0.426	0.800	0.689	2.835	0.421	0.561	-0.353	361	461	870	2044	822	2914	256	1321	100	123
0	0	0	1	4	9	""	""	1780	5360	190	583	540	242	44	55	55	64	50	78	89	87	0	363	357	255	71	66	66	82	114	139	86	70	0	138210	91391	9.520	2.412	1.778	1.667	1.770	1.616	1.776	1.448	0.583	0.830	528	297	485	291	825	776	256	1256	100	124
0	0	0	1	5	9	""	""	2050	5360	190	514	497	232	46	48	48	55	49	89	90	88	0	352	356	221	62	57	57	68	100	147	91	78	0	127167	91208	9.020	2.880	1.580	1.502	1.534	1.417	2.003	1.480	0.533	0.660	466	295	449	299	761	748	256	1167	100	125
0	0	0	1	6	9	""	""	2310	5360	190	535	519	217	41	47	47	50	19	38	99	99	0	408	419	213	50	57	57	62	28	45	98	97	0	132936	107309	24.684	12.750	1.390	1.304	1.341	1.256	1.817	1.263	0.738	0.475	488	351	472	362	839	834	256	1146	100	126
0	0	0	1	7	9	""	""	2580	5360	190	1149	1368	1122	82	51	51	56	28	50	95	94	0	1917	2014	1174	58	69	69	85	62	72	96	93	0	350111	515696	46.857	31.113	0.594	0.677	0.629	0.639	1.553	0.768	0.883	-0.751	1098	1848	1317	1945	2946	3262	256	1231	100	127
0	0	0	1	8	9	""	""	2850	5350	180	918	1244	1076	86	57	57	62	28	45	100	100	0	1720	2347	2109	89	89	89	107	69	64	100	100	0	318566	600854	42.214	32.464	0.528	0.526	0.567	0.534	1.684	0.401	0.563	-0.922	861	1631	1187	2258	2492	3445	256	1173	100	128
0	0	0	1	9	9	""	""	3120	5350	180	1219	1625	1302	80	60	60	78	91	116	100	99	0	1904	2260	1407	62	92	92	122	210	172	99	99	0	415919	578631	17.000	10.181	0.640	0.722	0.660	0.658	1.498	0.794	0.888	-0.645	1159	1812	1565	2168	2971	3733	256	1149	100	129
0	0	0	1	10	9	""	""	3390	5370	210	27490	26957	4844	17	60	60	77	91	118	100	100	0	11542	11852	3680	31	80	80	109	209	191	100	100	0	8518274	3745166	295.385	56.187	2.393	2.285	2.381	2.376	1.261	2.242	0.925	1.259	27430	11462	26897	11772	38892	38669	316	1140	100	130
0	0	0	1	11	9	""	""	3650	5360	210	24383	23211	9976	42	69	69	96	273	284	94	93	0	9277	9823	6542	66	88	88	109	148	135	94	94	0	7334824	3104125	84.670	65.635	2.646	2.377	2.593	2.318	1.834	2.258	0.812	1.404	24314	9189	23142	9735	33503	32877	316	990	100	131
0	0	0	1	12	9	""	""	3910	5360	200	32869	28649	11079	38	113	113	239	469	196	92	92	0	16280	15993	8023	50	150	150	221	254	114	92	91	0	9052929	5053681	60.576	62.094	2.031	1.801	1.990	1.824	1.823	1.778	0.868	1.022	32756	16130	28536	15843	48886	44379	316	988	100	132
0	0	0	1	13	9	""	""	4190	5360	210	9596	7693	3816	49	99	99	225	382	169	90	84	0	8806	7677	4387	57	187	187	260	335	128	89	87	0	2430929	2426026	19.550	22.140	1.102	1.014	1.050	1.010	1.917	0.965	0.898	0.140	9497	8619	7594	7490	18116	15084	316	1128	100	133
0	0	0	1	14	9	""	""	4460	5360	190	10281	9259	3426	37	73	73	109	133	122	97	95	0	10454	11015	5640	51	199	199	275	332	120	96	94	0	2370364	2819922	68.797	32.349	0.995	0.849	0.923	0.828	1.522	0.796	0.886	-0.007	10208	10255	9186	10816	20463	20002	256	1039	100	134
0	0	0	1	15	9	""	""	4730	5360	200	10411	8270	4503	54	60	60	95	137	144	93	90	0	9763	9822	7064	71	237	237	379	536	141	85	83	0	2613165	3103711	59.672	17.618	1.087	0.857	1.007	0.938	1.747	0.754	0.847	0.120	10351	9526	8210	9585	19877	17795	316	1440	100	135
0	0	0	1	1	10	""	""	970	5650	180	2025	1911	1250	65	44	44	50	60	120	82	82	0	2079	2089	1392	66	57	57	66	149	225	83	81	0	489305	534738	31.017	13.577	0.980	0.919	0.907	0.811	1.752	0.907	0.920	-0.030	1981	2022	1867	2032	4003	3899	256	1373	100	136
0	0	0	1	2	10	""	""	1240	5640	180	3043	2891	1929	66	47	47	50	19	38	93	89	0	3173	3561	4336	121	53	53	57	25	43	96	93	0	740047	911584	149.526	140.160	0.960	0.811	0.928	0.748	2.017	0.507	0.579	-0.059	2996	3120	2844	3508	6116	6352	256	1166	100	137
0	0	0	1	3	10	""	""	1500	5640	180	3254	3166	2016	63	53	53	57	24	42	94	93	0	3483	4862	4505	92	61	61	69	43	62	96	95	0	810440	1244559	129.542	111.465	0.935	0.648	0.790	0.681	2.414	0.509	0.768	-0.096	3201	3422	3113	4801	6623	7914	256	1192	100	138
0	0	0	1	4	10	""	""	1770	5640	180	2622	2720	2171	79	54	54	60	45	75	93	92	0	2941	4957	6288	126	64	64	77	101	131	97	94	0	696224	1268895	59.111	48.317	0.893	0.545	0.803	0.638	2.660	0.342	0.589	-0.164	2568	2877	2666	4893	5445	7559	256	1214	100	139
0	0	0	1	5	10	""	""	2040	5640	180	1902	1865	1123	60	49	49	54	43	79	94	93	0	1230	2078	3452	166	62	62	70	95	135	96	93	0	477556	531977	42.116	21.137	1.586	0.901	1.516	1.153	2.355	0.400	0.519	0.666	1853	1168	1816	2016	3021	3832	256	1218	100	140
0	0	0	1	6	10	""	""	2310	5630	180	1976	1854	1047	56	48	48	56	46	82	88	87	0	1359	1610	1333	82	67	67	93	223	239	85	82	0	474722	412197	39.087	6.803	1.492	1.170	1.382	1.119	2.414	0.972	0.715	0.577	1928	1292	1806	1543	3220	3349	256	1170	100	141
0	0	0	1	7	10	""	""	2560	5630	180	592	568	293	51	50	50	55	35	63	92	88	0	207	293	390	133	66	66	87	192	220	35	13	0	145405	75072	14.657	1.073	3.844	2.282	3.441	3.074	2.648	1.353	0.386	1.943	542	141	518	227	683	745	256	1207	100	142
